Item_ID,Effect_1,Effect_2,Effect_3,Effect_4,Effect_5,Effect_6,Effect_7,Effect_8,Effect_9,Effect_10,Effect_11,Effect_12,Effect_13,Effect_14,Effect_15,Effect_16,Effect_17,Effect_18,Effect_19,Effect_20,Effect_21,Effect_22,Effect_23,Effect_24,Effect_25,Effect_26,Effect_27,Effect_28,Effect_29,Effect_30,Effect_31,Effect_32,Effect_33,Effect_34,Effect_35,Effect_36,Effect_37,Effect_38,Effect_39,Effect_40
5497,99_16_27,126_24_45,119_9_15,125_5_5,156_9_10,812_41_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5498,99_16_26,123_35_35,119_25_25,156_5_5,153_12_15,812_42_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5499,100_15_27,119_65_65,156_16_20,812_42_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,97_21_28,119_15_15,156_24_30,153_39_50,812_42_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,100_19_26,118_5_5,154_20_25,812_42_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,97_18_27,123_95_95,156_39_50,153_31_40,812_42_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,100_15_26,126_50_50,123_5_5,154_42_55,812_42_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5504,96_18_27,123_45_45,119_5_5,156_27_35,812_43_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5505,96_16_26,119_70_70,125_35_35,156_12_15,812_43_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5506,100_17_27,118_30_30,123_40_40,156_72_95,812_43_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,98_14_26,125_5_5,154_27_35,812_43_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,100_20_28,118_16_60,126_5_15,156_5_5,153_20_25,812_43_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5509,97_19_26,124_20_20,153_46_60,812_43_43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,98_21_29,126_10_10,125_25_25,156_31_40,812_44_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,100_14_27,123_95_95,154_39_50,153_39_50,812_44_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,99_17_29,123_13_35,124_4_10,153_20_25,812_44_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,100_16_27,126_55_55,124_20_20,152_24_30,153_39_50,812_44_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,100_15_27,123_100_100,125_10_10,154_99_130,812_44_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,99_16_29,118_11_30,124_6_15,154_9_10,812_44_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,100_22_28,123_10_10,119_45_45,156_12_15,812_45_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,100_19_29,125_75_75,154_54_70,812_45_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,100_22_28,125_85_85,156_57_75,812_45_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,99_21_29,125_21_60,156_16_20,812_45_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,99_19_29,118_5_5,126_33_95,156_46_60,153_12_15,812_45_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,100_21_27,118_15_15,119_5_5,156_27_35,153_5_5,812_45_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,99_22_29,152_5_5,156_20_25,812_46_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,99_15_28,118_125_125,125_5_5,154_12_15,156_20_25,812_46_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,97_21_29,126_90_90,154_20_25,156_46_60,812_46_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5525,100_15_29,118_11_30,123_4_10,812_46_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5526,97_20_27,126_35_35,119_70_70,156_9_10,153_39_50,812_46_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5527,100_17_27,118_33_95,123_4_10,154_9_10,812_46_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5528,100_15_27,123_50_50,153_42_55,812_47_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,99_16_28,123_50_50,153_24_30,812_47_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5530,99_20_29,125_34_65,156_20_25,812_47_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,98_16_28,118_35_35,125_100_100,156_57_75,812_47_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,100_14_27,118_26_100,125_9_30,154_24_30,156_24_30,812_47_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,100_17_29,118_10_10,125_5_5,156_20_25,812_47_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,100_22_29,125_31_60,154_5_5,156_5_5,812_48_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5535,100_15_27,118_18_50,123_34_100,156_50_65,153_20_25,812_48_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,96_16_27,126_55_55,119_20_20,124_25_25,152_42_55,153_42_55,812_48_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,99_19_27,126_19_55,123_18_50,156_42_55,812_48_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,96_22_29,123_14_25,125_6_10,154_24_30,812_48_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,99_20_29,154_20_25,156_20_25,812_48_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5540,100_17_28,118_19_55,119_24_70,153_9_10,812_49_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541,100_22_29,125_34_65,154_12_15,812_49_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,100_15_27,118_19_35,126_19_35,153_24_30,812_49_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,99_16_29,124_45_45,152_31_40,153_27_35,812_49_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,99_19_30,118_11_40,126_17_65,152_24_30,156_20_25,812_49_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,99_18_28,126_5_5,123_20_20,156_27_35,812_49_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,97_16_28,123_25_25,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,96_15_29,123_18_50,125_19_55,154_12_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,100_20_29,118_35_35,119_95_95,125_30_30,152_121_160,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,100_20_28,123_110_110,156_16_20,153_46_60,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,100_23_30,124_30_30,154_20_25,153_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5551,98_16_30,119_24_90,152_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,100_19_28,123_80_80,119_10_10,153_35_45,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,100_16_30,118_5_5,123_45_45,156_42_55,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,100_16_28,126_100_100,156_65_85,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5555,99_18_29,118_100_100,123_10_10,119_80_80,156_69_90,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,97_22_28,124_20_20,152_12_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,97_17_30,118_4_10,125_28_80,154_39_50,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,100_15_29,118_21_60,123_18_50,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,98_15_29,118_100_100,123_15_15,124_5_5,153_27_35,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,96_18_28,119_5_5,124_50_50,152_39_50,153_42_55,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,99_3_8,123_10_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5562,100_4_7,126_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5563,98_2_6,123_5_5,124_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,100_3_7,118_5_5,126_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5565,97_3_6,123_5_5,125_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,97_5_6,124_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,96_2_9,118_5_5,126_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,96_5_7,125_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5569,96_6_8,119_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5570,96_2_7,123_5_5,124_5_5,125_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,96_2_8,119_5_5,157_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,97_3_9,126_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,100_5_8,126_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,97_6_9,123_10_10,154_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,97_6_8,123_5_5,119_5_5,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,97_3_8,123_10_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,98_6_9,119_5_5,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,100_6_8,123_10_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,96_5_8,125_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,100_7_8,124_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,100_6_8,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,98_6_8,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,100_4_8,124_5_5,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,96_7_9,119_5_5,153_12_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,97_4_8,124_5_5,154_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,100_4_8,126_10_10,154_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,99_6_9,118_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,100_4_11,118_6_10,155_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,100_6_9,124_5_5,154_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,96_4_11,123_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,100_8_11,125_5_5,156_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,98_8_9,125_5_5,157_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,100_8_9,123_10_10,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,97_7_9,118_5_5,123_5_5,155_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,100_8_11,118_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,96_8_11,123_5_5,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,99_5_10,126_5_5,123_5_5,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,96_6_10,118_10_10,155_5_5,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,97_6_9,155_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,100_7_12,124_5_5,125_5_5,155_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,100_8_10,123_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5602,99_4_10,126_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,96_4_10,125_11_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,100_6_10,125_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,96_4_11,124_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,96_5_12,123_6_10,153_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,99_7_12,118_5_5,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,100_5_11,123_15_15,155_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,100_9_12,118_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,98_9_10,126_10_10,156_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,96_6_12,126_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,98_4_13,123_10_10,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5613,96_9_13,123_5_5,153_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,96_4_13,118_5_5,119_5_5,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,96_8_11,123_6_10,155_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,96_6_13,126_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,96_9_11,123_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,98_8_13,125_1_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,96_10_11,126_5_5,124_5_5,157_9_10,154_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5620,96_4_11,123_15_15,155_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,99_5_13,118_10_10,154_12_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,100_8_12,119_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,96_8_12,126_5_5,153_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624,98_5_11,123_5_5,124_10_10,157_9_10,153_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,97_10_11,126_5_5,153_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,96_10_13,124_5_5,155_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,98_10_14,119_5_5,156_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,97_4_12,125_5_5,157_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,96_11_14,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,97_7_14,123_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,100_5_13,119_11_30,156_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,97_10_14,124_6_10,157_6_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,99_8_13,123_11_20,119_11_20,157_11_20,156_1_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,98_10_12,119_21_30,153_11_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,99_9_13,118_11_30,156_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,96_10_12,118_21_40,154_21_40,812_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,99_7_14,126_16_35,812_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,97_5_12,119_6_25,153_6_10,812_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,99_8_14,119_11_20,812_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,99_12_14,123_6_15,126_11_15,812_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,99_7_13,126_26_30,153_31_40,812_10_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,97_7_14,118_5_5,123_10_10,155_11_15,812_11_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,96_8_14,123_16_30,156_6_10,812_11_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,96_7_13,153_5_5,812_11_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,99_5_15,119_5_5,157_5_5,812_11_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,99_6_15,123_5_5,125_5_5,812_11_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647,96_9_15,126_5_5,156_5_5,812_11_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5648,98_9_14,123_10_10,157_5_5,153_5_5,812_12_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649,100_10_13,125_5_5,812_12_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,100_8_15,154_12_15,812_12_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651,96_5_14,123_16_35,119_10_10,155_16_20,156_6_15,812_12_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5652,96_10_18,118_26_40,153_6_10,812_12_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,97_6_14,123_15_15,153_9_10,812_12_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,98_8_13,123_25_25,155_12_15,154_9_10,812_13_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5655,97_8_14,118_10_10,119_5_5,153_12_15,812_13_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,99_7_14,123_11_35,124_6_10,157_16_20,812_13_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5657,96_8_14,118_5_5,154_9_10,812_13_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,97_9_16,118_16_30,812_13_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,99_11_13,118_10_10,154_9_10,812_13_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,99_8_15,126_6_10,157_9_10,812_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5661,100_5_14,124_6_10,154_6_10,812_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5662,99_8_15,118_15_15,155_9_10,153_12_15,812_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5663,96_11_14,123_15_15,153_12_15,812_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5664,96_13_16,118_5_5,123_5_5,155_5_5,153_12_15,812_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5665,96_13_14,118_5_5,124_5_5,155_9_10,153_9_10,812_14_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,96_11_15,118_5_5,124_10_10,154_9_10,153_9_10,812_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5667,97_12_15,124_5_5,153_12_15,812_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,96_11_16,157_5_5,154_5_5,812_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,96_11_16,126_5_5,123_9_15,156_12_15,812_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,100_7_15,119_15_15,156_12_15,812_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5671,99_6_14,124_5_5,154_12_15,812_15_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672,98_12_15,126_10_10,154_9_10,812_16_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,96_9_15,126_5_5,123_20_20,157_20_25,812_16_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5674,96_8_14,123_5_5,125_15_15,154_5_5,812_16_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5675,100_10_15,118_25_25,155_5_5,156_16_20,812_16_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5676,98_9_14,123_5_5,124_10_10,153_9_10,812_16_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5677,97_11_15,118_5_5,156_5_5,153_5_5,812_16_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5678,99_7_16,118_8_20,153_9_10,812_17_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,97_11_15,123_5_5,153_9_10,812_17_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5680,96_14_16,157_5_5,155_5_5,812_17_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5681,100_11_14,118_5_5,812_17_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5682,96_9_15,124_15_15,154_31_40,812_17_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5683,96_10_14,118_20_20,156_6_10,812_17_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5684,97_6_15,124_15_15,153_16_20,812_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5685,100_12_15,126_15_15,123_5_5,157_9_10,153_16_20,812_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5686,97_10_16,126_5_5,156_16_20,812_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5687,97_7_16,118_5_5,123_35_35,154_11_15,812_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5688,96_7_16,124_15_15,153_12_15,812_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5689,100_7_16,118_9_15,126_5_5,154_5_5,812_18_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,99_13_16,126_20_20,153_12_15,812_19_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5691,100_7_15,123_5_5,125_10_10,812_19_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,96_14_16,125_15_15,812_19_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,99_8_15,123_5_5,153_16_20,812_19_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5694,96_13_15,124_10_10,154_16_20,153_9_10,812_19_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,98_7_16,125_20_20,154_9_10,812_19_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,97_8_17,126_25_25,156_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5697,98_9_17,118_5_5,124_10_10,154_12_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5698,100_14_17,157_5_5,156_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,100_10_17,126_15_15,154_12_15,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,100_11_17,123_5_5,124_5_5,153_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,96_13_15,124_9_15,154_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5702,96_8_17,119_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,96_10_15,126_25_25,123_5_5,153_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5704,100_13_15,124_20_20,155_27_35,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5705,96_12_16,123_45_45,154_16_20,153_9_10,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5706,96_10_16,124_20_20,157_12_15,155_5_5,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707,100_12_16,126_10_10,153_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5708,100_12_17,118_15_15,153_20_25,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5709,98_14_17,125_5_5,157_16_20,812_?_?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
